Time_Stamp,CPU_Usage,Ram_Usage,DataDir_DirectorySize,CPUtemperature
2016-09-30 03:44:01,10.0,18.0,12274026,58.5
2016-09-30 03:46:01,10.0,18.3,12324387,59.1
2016-09-30 03:48:02,10.0,16.8,12359938,58.5
2016-09-30 03:50:01,10.0,17.9,12380679,59.1
2016-09-30 03:52:01,10.0,17.9,12416230,59.1
2016-09-30 03:54:01,10.0,17.9,12442895,59.1
2016-09-30 03:56:01,10.0,18.9,12487332,60.1
2016-09-30 03:58:01,10.0,18.9,12558434,59.6
2016-09-30 04:00:01,10.0,18.9,12596947,60.1
2016-09-30 04:02:01,10.0,18.9,12644353,60.7
2016-09-30 04:04:02,10.0,18.9,12688790,60.1
2016-09-30 04:06:01,10.0,19.0,12739158,59.6
2016-09-30 04:08:01,10.0,18.1,12783595,59.6
2016-09-30 04:10:02,10.0,18.1,12804336,59.1
2016-09-30 04:12:01,10.0,18.0,12842849,58.0
2016-09-30 04:14:01,10.0,16.5,12878400,59.1
2016-09-30 04:16:01,10.0,16.5,12910989,56.9
2016-09-30 04:18:01,10.0,16.5,12949502,58.5
2016-09-30 04:20:02,10.0,17.5,12988015,59.1
2016-09-30 04:22:01,10.0,18.3,13032459,59.1
2016-09-30 04:24:01,10.0,18.3,13065048,59.1
2016-09-30 04:26:02,10.0,18.7,13109485,59.1
2016-09-30 04:28:01,10.0,18.4,13150960,59.1
2016-09-30 04:30:01,10.0,18.4,13177625,58.5
2016-09-30 04:32:02,10.0,18.5,13230955,59.6
2016-09-30 04:34:01,10.0,18.2,13278354,58.5
2016-09-30 04:36:01,10.0,18.2,13307981,59.1
2016-09-30 04:38:01,10.0,18.7,13346494,59.1
2016-09-30 04:40:01,10.0,18.7,13376121,58.0
2016-09-30 04:42:01,10.0,18.7,13393900,56.9
2016-09-30 04:44:01,10.0,16.4,13432413,58.0
2016-09-30 04:46:01,10.0,16.7,13450192,58.5
2016-09-30 04:48:02,10.0,17.2,13488705,58.0
2016-09-30 04:50:01,10.0,17.6,13506477,59.1
2016-09-30 04:52:01,10.0,17.9,13544990,59.1
2016-09-30 04:54:01,10.0,17.8,13562769,58.5
2016-09-30 04:56:01,10.0,17.8,13586472,59.1
2016-09-30 04:58:02,10.0,17.7,13630909,59.1
