Time_Stamp,cpu,mem,Directory_Size,CPUtemperature
2016-10-01 11:19:19,273689.84375,1243996160,33908800,
2016-10-01 11:24:20,274302.625,1243820032,34732402,
2016-10-01 11:29:20,274913.25,1243455488,35512555,
2016-10-01 11:34:22,275547.71875,1252548608,31879701,
2016-10-01 11:39:20,276134.78125,1246822400,32504098,
2016-10-01 11:44:21,276759.84375,1240133632,33276404,
2016-10-01 11:49:20,277363.4375,1242157056,33904601,
2016-10-01 11:54:21,277974.9375,1243295744,34678207,
2016-10-01 11:59:20,278579.296875,1245188096,35416460,
2016-10-01 12:04:21,279193.40625,1245437952,36188496,
2016-10-01 12:09:20,279802.125,1248124928,32475808,
2016-10-01 12:14:20,280387.796875,1240690688,33188542,
2016-10-01 12:19:19,281010.75,1241505792,33985123,
2016-10-01 12:24:20,281605.15625,1242673152,34768974,
2016-10-01 12:29:20,282233.890625,1243963392,35570235,
2016-10-01 12:34:20,282845.140625,1245753344,36278549,
2016-10-01 12:39:21,283458.578125,1252470784,37000536,
2016-10-01 12:44:21,284062.9375,1248026624,37744975,
2016-10-01 12:49:21,284674.59375,1252651008,32838706,
2016-10-01 12:54:21,285280.484375,1240023040,33456361,
2016-10-01 12:59:21,285886.578125,1241755648,34132798,
2016-10-01 13:04:21,286494.546875,1242251264,34840524,
2016-10-01 13:09:19,Commands.GetProcessCommand,,35549334,
2016-10-01 13:14:22,Commands.GetProcessCommand,,35549334,
