Time_Stamp,cpu,mem,Directory_Size,CPUtemperature
2016-10-01 13:24:26,Commands.GetProcessCommand,,35549334,
2016-10-01 13:29:27,Commands.GetProcessCommand,,35549334,
2016-10-01 13:34:28,Commands.GetProcessCommand,,35549334,
2016-10-01 13:39:25,Commands.GetProcessCommand,,35549334,
2016-10-01 13:44:35,Commands.GetProcessCommand,,35549334,
2016-10-01 13:49:29,Commands.GetProcessCommand,,35549334,
2016-10-01 13:54:24,Commands.GetProcessCommand,,35549334,
2016-10-01 13:59:22,Commands.GetProcessCommand,,35549334,
2016-10-01 14:04:20,Commands.GetProcessCommand,,35549334,
2016-10-01 14:09:27,Commands.GetProcessCommand,,35549334,
2016-10-01 14:14:20,Commands.GetProcessCommand,,35549334,
2016-10-01 14:19:23,Commands.GetProcessCommand,,35549334,
2016-10-01 14:24:20,Commands.GetProcessCommand,,35549334,
2016-10-01 14:29:20,Commands.GetProcessCommand,,35549334,
2016-10-01 14:34:31,Commands.GetProcessCommand,,35549334,
2016-10-01 14:39:19,Commands.GetProcessCommand,,35549334,
2016-10-01 14:44:19,Commands.GetProcessCommand,,35549334,
2016-10-01 14:49:21,Commands.GetProcessCommand,,35549334,
2016-10-01 14:54:21,Commands.GetProcessCommand,,35549334,
2016-10-01 14:59:21,Commands.GetProcessCommand,,35549334,
2016-10-01 15:04:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:09:20,Commands.GetProcessCommand,,35549334,
2016-10-01 15:14:20,Commands.GetProcessCommand,,35549334,
2016-10-01 15:19:20,Commands.GetProcessCommand,,35549334,
2016-10-01 15:24:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:29:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:34:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:39:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:44:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:49:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:54:19,Commands.GetProcessCommand,,35549334,
2016-10-01 15:59:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:04:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:09:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:14:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:19:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:24:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:29:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:34:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:39:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:44:19,Commands.GetProcessCommand,,35549334,
2016-10-01 16:49:19,Commands.GetProcessCommand,,35549334,
2016-10-01 16:54:20,Commands.GetProcessCommand,,35549334,
2016-10-01 16:59:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:04:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:09:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:14:19,Commands.GetProcessCommand,,35549334,
2016-10-01 17:19:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:24:19,Commands.GetProcessCommand,,35549334,
2016-10-01 17:29:19,Commands.GetProcessCommand,,35549334,
2016-10-01 17:34:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:39:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:44:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:49:19,Commands.GetProcessCommand,,35549334,
2016-10-01 17:54:20,Commands.GetProcessCommand,,35549334,
2016-10-01 17:59:19,Commands.GetProcessCommand,,35549334,
2016-10-01 18:04:19,Commands.GetProcessCommand,,35549334,
2016-10-01 18:09:20,Commands.GetProcessCommand,,35549334,
2016-10-01 18:14:19,Commands.GetProcessCommand,,35549334,
2016-10-01 18:19:20,Commands.GetProcessCommand,,35549334,
2016-10-01 18:24:20,Commands.GetProcessCommand,,35549334,
2016-10-01 18:29:20,Commands.GetProcessCommand,,35549334,
2016-10-01 18:34:20,Commands.GetProcessCommand,,35549334,
2016-10-01 18:39:20,Commands.GetProcessCommand,,35549334,
